yj13.2,yj72.18a,yj6.2,yj10.2,yj21b,yj1.1.1
15698.937481959143,1.0,40.0,7322.959228332284,30.27119768270088,5.0
13202.715772315021,3.0,39.99999999999996,11262.998634253718,29.999999999999964,5.0
15659.679302051,2.0,48.862502210913966,1423.516597943828,24.568748894542964,5.0
34807.670903735685,2.0,39.99999999999992,3324.011837390791,12.00000000000129,5.0
31225.166924749967,2.0,39.999999999999964,2661.4657470535694,20.942120791433286,5.0
14775.255714385972,1.0,39.99999999999997,8168.909576438953,32.44773845701588,5.0
14847.962815901163,2.0,44.47804376860493,430.57309160059015,26.760978115697483,5.0
9373.604873916804,1.0,39.99999999999999,5621.486527387859,34.164372784524936,5.0
15703.789495466977,2.0,49.10076189051208,1477.4750008605758,24.449619054743906,5.0
10634.115640527545,3.0,42.220571656255196,1204.2682352232239,0.0,5.0
11136.434942399832,3.0,44.12399308312925,1267.0583078686357,0.0,5.0
5147.8700534277905,1.0,35.06398040493681,4752.317103411419,32.36919469904701,5.0
19425.62343155201,2.0,39.999999999999986,1982.0374840328725,28.810045273770722,5.0
30486.69019641199,2.0,39.99999999999997,1597.1132870700962,36.11111802428815,5.0
15772.874030118423,2.0,49.47391960795877,1561.9836778432184,24.26304019602056,5.0
15705.50799015476,2.0,49.11004427995528,1479.5771815427115,24.444977860022306,5.0
15516.811043372845,1.0,39.999999999999936,7765.578308554456,31.10561738135086,5.0
15731.527947369586,2.0,49.250590176245,1511.4065327230503,24.374704911877448,5.0
8489.414373324667,1.0,40.000000000000014,4329.150909953038,33.1592136878267,5.0
26966.152202610803,2.0,39.999999999999986,2166.2613362989564,27.372305000260305,5.0
18289.775443616527,2.0,39.99999999999999,1835.6018111952346,30.731300315782757,5.0
25099.526982674077,1.0,48.28409938072787,7935.152620628196,29.70692114700072,5.0
12417.42398298717,1.0,39.19415332109453,7879.487913541771,33.62373344521741,5.0
15744.156810507435,2.0,49.318804542401516,1526.8549405450951,24.34059772879919,5.0
14941.345752989004,2.0,44.98244846392464,544.8050952466828,26.508775768037626,5.0
35024.47655114063,2.0,39.999999999999986,3427.927103714469,10.54220171417597,5.0
21695.77559898748,2.0,39.99999999999998,1484.9349887797691,36.313707261211434,5.0
25546.08392671164,2.0,40.0,1749.1844383835687,33.1352463605847,5.0
25042.871091333745,2.0,39.99999999999998,828.6387944752422,46.27644019749557,5.0
15259.835204483114,2.0,39.999999999999986,2124.338412619689,26.098657836788817,5.0
22182.98242476509,1.0,39.99999999999993,7487.917470180692,23.960007328863437,5.0
45911.050504771854,2.0,39.99999999999995,3945.5070894191776,4.8526180052102035,5.0
21093.344708186505,1.0,39.99999999999998,8678.217500773453,26.810235917396263,5.0
16238.439841839014,1.0,39.999999999999986,7132.26601644764,29.445725651073747,5.0
16078.336345614278,2.0,51.12386370892884,1935.6447271716665,23.438068145535528,5.0
14052.483228386609,3.0,39.99999999999994,6847.446072068456,29.999999999999954,5.0
28908.292540992836,2.0,27.779003243046546,5075.292084194236,27.99999999999998,5.0
15969.51931034972,2.0,50.536092267700944,1802.5327045076192,23.731953866149475,5.0
26490.924634013983,2.0,40.000000000000014,2998.5561976889326,15.341877897069649,5.0
13481.843444423217,3.0,40.00000000000001,10153.381658306147,32.1716126743732,5.0
10895.777868126534,2.0,35.61053136168407,5094.786864877042,28.000000000000004,5.0
15772.27189179156,2.0,49.4706671786738,1561.2470132866422,24.264666410663047,5.0
12357.657720699708,1.0,39.999999999999915,5442.383416668474,30.885169837332985,5.0
15629.868316843294,2.0,48.70147920842767,1387.0500102556275,24.64926039578611,5.0
29184.39424026444,2.0,39.999999999999964,2713.189451070769,19.872203811427696,5.0
24596.88071516501,2.0,40.000000000000014,3000.2727967514047,15.01372591955562,5.0
15513.576340161275,2.0,33.602792895582006,5089.789061566176,27.999999999999957,5.0
22863.47227130298,2.0,39.99999999999998,2230.4016718679627,25.793653505785382,5.0
11060.948997387493,3.0,43.837956761951105,1257.6225407114393,0.0,5.0
9897.214336257413,3.0,39.428256635089994,1112.1553375998226,0.0,5.0
15867.059519212129,2.0,49.98265926009845,1677.197328906896,24.00867036995072,5.0
30941.715188323098,2.0,39.99999999999997,2483.865128681472,23.447584446679485,5.0
28780.080981536456,2.0,39.99999999999995,3091.3398619626796,14.376031002180216,5.0
15434.596315878145,2.0,39.999999999999986,2061.8304859974573,27.02446445722747,5.0
29014.198207472604,2.0,39.99999999999998,2317.0828001013697,25.53422473504913,5.0
42911.601059753,2.0,39.99999999999997,2590.220132527772,23.83802517209667,5.0
12356.21285972326,3.0,48.74605601244013,1419.5309358455713,0.0,5.0
9466.278252811775,3.0,37.795325207238626,1058.288189982309,0.0,5.0
14280.862080408127,1.0,39.99999999999994,5579.803115560132,29.143257007578367,5.0
18083.39616133429,2.0,39.999999999999986,2211.8904763919595,25.293584342526525,5.0
30281.54905332822,2.0,39.99999999999998,1987.1060087651658,30.47676876051122,5.0
9633.733025303103,3.0,38.42985587489223,1079.220089852294,0.0,5.0
20053.229531578414,2.0,39.999999999999964,1923.3746094889584,29.753187605303424,5.0
14962.2815114329,2.0,39.999999999999964,2186.101672149844,25.163870921309453,5.0
20818.810642484637,2.0,39.99999999999999,1570.89592824284,34.938525031451434,5.0
30034.66007512313,2.0,39.99999999999996,2201.666367033417,27.355470723929365,5.0
34347.8550671654,2.0,39.999999999999964,2561.5769232343896,22.877197810287836,5.0
8176.4444886139,3.0,32.907802042731504,897.058558844064,0.0,5.0
22279.810203686135,2.0,39.999999999999936,2292.1426163824954,24.813341801057785,5.0
13626.928273170603,3.0,39.99999999999998,9058.71017665236,29.999999999999982,5.0
40764.88687782804,2.0,59.999999999999986,32133.725805904927,18.999999999999954,5.0
12557.782593658894,3.0,39.99999999999999,12661.50556272674,17.55665970811934,5.0
42479.96213722521,2.0,39.99999999999994,2687.546960735055,22.37095212629786,5.0
22627.02274652838,2.0,39.99999999999997,2793.8083706936823,17.663536917635582,5.0
15755.512267284374,2.0,49.380140648272764,1540.7457572479418,24.309929675863565,5.0
29409.221520156065,2.0,39.99999999999995,2772.381845715927,19.058047150479446,5.0
10419.314860599994,3.0,41.40663437473041,1177.4180693512958,0.0,5.0
13504.379226633477,3.0,39.999999999999964,9695.49822091559,29.99999999999997,5.0
35699.459326416065,2.0,39.99999999999995,2159.855878016243,28.86370774530743,5.0
28096.950691215716,2.0,39.99999999999998,2680.595806400962,20.16609830556979,5.0
11291.886791059793,2.0,39.99999999999995,2001.0540148814239,27.23358289389062,5.0
12946.880083263979,1.0,40.00000000000001,5639.684466525987,30.579524932870143,5.0
15537.461753498452,2.0,48.20234836201134,1274.0123705360375,24.898825818994275,5.0
20669.28074038995,1.0,50.36192383549111,7754.221492060569,35.93482337626467,5.0
18538.467843660634,2.0,39.99999999999994,1801.202367465046,31.265230461013097,5.0
28429.786823462542,2.0,42.52100498469277,5075.8099658629935,27.73949750765356,5.0
15466.04911251422,2.0,47.816615458967775,1186.6557626760082,25.09169227051606,5.0
16063.726512778301,2.0,51.04494920366573,1917.7730117022434,23.47752539816708,5.0
14630.23466166533,2.0,39.999999999999986,1404.4525550430612,36.33751693483112,5.0
18628.897675158216,1.0,39.99999999999996,7120.135668188363,27.01181508371786,5.0
13636.691409611112,3.0,39.99999999999995,9007.979071551967,29.99999999999996,5.0
13147.037312364291,3.0,39.99999999999996,11552.314452054658,29.999999999999964,5.0
21945.46862605362,1.0,49.24929312294326,5732.263370562006,30.594563863452816,5.0
32397.491926154275,2.0,26.26196003210679,5071.515754561254,27.99999999999998,5.0
13795.961389231079,3.0,40.00000000000003,8180.382107741098,30.00000000000002,5.0
17477.84442578855,1.0,39.99999999999997,6056.869003697942,26.61295107361639,5.0
15684.171473996485,2.0,39.99999999999995,2540.5284231925084,20.188901964209258,5.0
16719.050802464903,1.0,48.70538677831682,5464.073004769631,34.95524216471101,5.0
23358.627648169768,2.0,40.0,2059.9750976304454,28.32083848867629,5.0
40764.88687782791,2.0,59.99999999999973,32133.725839945077,19.00000000000008,5.0
14430.771324436959,1.0,39.99999999999994,6581.073222309074,30.462907060568998,5.0
14261.583242616402,3.0,39.99999999999995,5760.922815631162,29.99999999999996,5.0
6556.493011615794,2.0,37.497176951471346,5099.483232679185,27.99999999999997,5.0
13690.093472046872,1.0,40.00000000000002,6055.34826474523,30.439078161641866,5.0
24558.240640182594,2.0,39.99999999999997,1737.8955357173281,33.139099784142246,5.0
13673.8259908714,3.0,39.99999999999996,8815.020757770966,29.999999999999964,5.0
26114.294388696173,2.0,39.999999999999964,1988.312553738931,29.791690034132756,5.0
17971.321600665095,1.0,39.99999999999998,7065.299698356262,27.59587078820825,5.0
25331.45817678112,2.0,39.99999999999996,2290.9288454674947,25.319762652259634,5.0
15842.710075227935,2.0,49.85113658307557,1647.4115713191973,24.07443170846216,5.0
19326.179734458838,2.0,39.99999999999997,1496.734867965622,35.764527782803206,5.0
10797.823575135815,3.0,42.8409045586964,1224.7317791650355,0.0,5.0
25058.913693664002,2.0,39.999999999999964,2268.982452762637,25.59130783180199,5.0
12536.996575473897,3.0,49.43109359094265,1442.1289578661863,0.0,5.0
11311.749635607965,1.0,39.99999999999996,7259.4336530251685,34.61208493238345,5.0
29863.750744972138,2.0,39.99999999999993,3001.9624396549993,15.833406167117893,5.0
15849.255303953469,1.0,39.99999999999997,7020.077844698706,29.674244381613523,5.0
23676.635913821345,2.0,39.999999999999936,2404.007804797928,23.430442052726562,5.0
12652.740416130258,2.0,39.99999999999999,1470.4192788195023,35.073166269196115,5.0
26228.512638455075,2.0,39.99999999999997,2158.2626829248015,27.368992937004837,5.0
14953.92070608776,1.0,40.00000000000001,7207.468856219871,30.854512392030575,5.0
21537.31860360418,2.0,30.983774520172048,5083.269619313779,28.00000000000001,5.0
20910.845609027874,2.0,39.99999999999999,1963.6574449251573,29.312026141751662,5.0
15943.163942995378,2.0,50.393734665177675,1770.2931086881088,23.80313266741111,5.0
15893.640964564283,2.0,50.126238015084475,1709.7133924148295,23.93688099245771,5.0
12541.12981800211,3.0,49.44675554612005,1442.6456144980143,0.0,5.0
22866.96659087297,2.0,39.99999999999995,1568.2727077195434,35.304393253181345,5.0
38316.99269831267,2.0,39.99999999999996,3091.649102487001,15.899757047470976,5.0
13313.865017845977,3.0,40.000000000000014,10685.446113993607,30.00000000000001,5.0
15619.41984964096,2.0,48.64504217528109,1374.2686126295475,24.6774789123594,5.0
31797.723482416208,2.0,39.99999999999998,3018.0247588594784,15.912596807798362,5.0
21866.7171689204,2.0,39.99999999999993,1636.3673770615087,34.16606986420579,5.0
22801.48199664658,2.0,30.434138262327526,5081.901430101162,27.999999999999936,5.0
33017.56333080461,2.0,39.99999999999995,2645.23632802671,21.462432961458966,5.0
28549.90050452754,2.0,39.999999999999964,2137.9411441564057,28.032844284651983,5.0
15802.117547249512,2.0,49.631877451314125,1597.7562556801076,24.184061274342884,5.0
12319.359678117278,3.0,39.99999999999998,15853.084118450264,29.999999999999982,5.0
13711.224040779596,3.0,39.99999999999998,8903.621028693928,31.80293252631157,5.0
13361.331659334572,2.0,34.53855145246318,5092.118418028688,27.999999999999986,5.0
40764.88687782803,2.0,59.99999999999997,32133.725748243567,18.99999999999996,5.0
32759.438724872485,2.0,39.99999999999995,2564.472321105738,22.581087669463724,5.0
30064.075328672643,2.0,39.99999999999992,2112.074637974674,28.646992861350174,5.0
7822.607875734135,3.0,31.56702101349859,852.828869591598,0.0,5.0
40764.88687782803,2.0,59.999999999999964,32133.725821340195,18.999999999999964,5.0
7597.424854540616,1.0,39.99999999999997,4824.874126029303,34.789133467467636,5.0
15326.166442952925,3.0,59.99999999999964,1790.7760792223326,0.0,5.0
5520.949012729034,2.0,40.0,1422.0119736322156,34.62566355446362,5.0
10942.842126442287,3.0,43.390418417355875,1242.8591442444304,0.0,5.0
15929.701752168732,2.0,50.321019108417424,1753.8253675276871,23.839490445791235,5.0
21229.889183029907,2.0,39.99999999999997,2526.7087746031402,21.276024185849458,5.0
18629.243371137356,1.0,39.99999999999996,6762.006594615526,26.48526634318695,5.0
24827.909744433713,2.0,39.99999999999997,2086.8263301427123,28.17060678971896,5.0
18169.72492120745,2.0,32.447945686431495,5086.914335233663,28.000000000000018,5.0
4072.5855968428205,2.0,38.57713669702481,5102.1715419388465,27.99999999999998,5.0
12128.568531029916,3.0,47.88345110889327,1391.0753222892256,0.0,5.0
12359.603520248766,2.0,34.97408542597875,2363.80687244596,27.999999999999996,5.0
6975.689121504648,1.0,32.56263441972027,5856.270338140154,29.716899612769346,5.0
29682.09608575093,2.0,40.000000000000036,2538.6795151660867,22.45844587335954,5.0
12479.002201388714,3.0,49.211337483899904,1434.8796426432575,0.0,5.0
38300.10619458897,2.0,39.999999999999915,3362.974232720167,12.000000000001677,5.0
15047.779820030903,2.0,33.805313121725646,5090.293190503755,27.999999999999975,5.0
16880.072312912336,2.0,39.999999999999936,1553.4031100663012,34.558642651696545,5.0
15538.283405740258,2.0,48.206786488093165,1275.0174822943234,24.896606755953364,5.0
13177.226803091944,3.0,39.99999999999997,11395.444143382441,29.99999999999998,5.0
24988.573649368627,1.0,59.9999999999999,4767.704943745667,36.53242489853937,5.0
11991.32760318107,1.0,49.0983831202382,3001.253668707596,36.49633482919444,5.0
18853.467833298568,2.0,39.99999999999999,2203.894882515328,25.53181951285061,5.0
13046.4486056475,2.0,34.6754571279793,5092.459210384339,27.999999999999954,5.0
21019.69163996187,2.0,40.00000000000002,2061.544289966068,27.923515497430547,5.0
17262.14832101974,1.0,39.99999999999998,6055.277228700154,26.82862112288273,5.0
13578.626151008644,2.0,34.44407558651793,5091.883241612281,27.999999999999943,5.0
14568.501193905024,2.0,40.0,2186.0802035922898,25.10108119681679,5.0
38613.01366572688,2.0,39.999999999999964,3024.4151597628875,16.91287416557779,5.0
13856.677092454123,3.0,40.00000000000002,7864.8918203502735,30.000000000000018,5.0
6034.691915941968,2.0,37.72404699306866,5100.047973772082,27.999999999999954,5.0
16827.03857553985,1.0,39.99999999999997,7547.388308082561,29.460755375178408,5.0
16158.24774400422,1.0,46.826019206909905,5844.308257026225,34.25729127231625,5.0
25476.58825601259,2.0,39.99999999999996,2001.652900918724,29.497897703824492,5.0
14946.91544954291,2.0,33.84916719585086,5090.402354528874,27.999999999999954,5.0
29931.90723079298,2.0,39.99999999999991,3269.616745757833,11.999999999998105,5.0
16620.873039031914,1.0,39.999999999999936,7779.901082340117,30.010762797891164,5.0
36264.385125630724,2.0,39.99999999999994,2846.908155843284,19.086075382357667,5.0
25043.88302402733,2.0,39.99999999999998,2666.8287042965358,19.87462073864239,5.0
9601.673042464463,3.0,38.308372073547496,1075.2125817912943,0.0,5.0
6474.265737634221,1.0,39.99999999999996,4476.457379348408,35.412405386065316,5.0
22238.036372898554,1.0,47.295112365404556,7668.050985773029,31.247079079739073,5.0
14680.437707975692,2.0,43.573162709423165,5090.690759953402,27.213418645288364,5.0
15330.885054786824,2.0,40.00000000000004,2127.220513281948,26.068646986852354,5.0
15814.048519260672,2.0,40.00000000000002,1965.6190406732267,28.46715498727464,5.0
17428.359129182398,2.0,32.770278639485866,5087.716709714203,27.999999999999975,5.0
14524.869812123405,2.0,34.03266529907673,5090.859131076068,28.00000000000002,5.0
5668.531686978646,1.0,39.99999999999999,4582.684061910847,36.382857475467574,5.0
13920.424431634212,3.0,40.00000000000002,7533.648578639896,30.000000000000018,5.0
14071.121637668057,1.0,39.99999999999998,5709.346004147529,29.545583375071566,5.0
8465.587679085653,3.0,34.00344248921108,933.2015497006319,0.0,5.0
40764.886877828045,2.0,59.99999999999999,32133.725809995118,18.99999999999995,5.0
12163.510516974804,2.0,35.05934325348917,5093.414809404413,27.99999999999993,5.0
11745.56495066449,2.0,35.24105871710235,5093.8671467409185,27.99999999999999,5.0
13618.685914119502,2.0,40.00000000000001,1572.0412113512468,33.76834769072776,5.0
14883.67284253506,1.0,43.125378710745856,6078.07432284839,32.298476212363525,5.0
27228.09659365285,1.0,49.579445196833056,6571.777725525412,26.809125290925017,5.0
37758.19915260542,2.0,40.00000000000001,3037.0263375350196,16.594766322576497,5.0
49152.087720601325,2.0,39.99999999999989,3484.0413393912995,11.999999999998044,5.0
23749.303944635634,2.0,40.00000000000005,1756.3996918327146,32.74370242719506,5.0
9811.133906140394,2.0,39.99999999999998,1527.5416585584862,33.797384475545705,5.0
8041.422103961522,3.0,32.396166318010124,880.1807177786709,0.0,5.0
14597.04958906488,2.0,43.122744677776474,5090.78101143393,27.43862766111171,5.0
27918.553303979177,2.0,39.99999999999996,2467.6967765164954,23.195388228135265,5.0
6851.172053766642,2.0,37.369055628797064,5099.164303466366,27.999999999999975,5.0
19312.916479081014,2.0,39.99999999999996,2439.298142225404,22.224335360804535,5.0
34732.25082030741,2.0,39.99999999999994,2821.4844859582413,19.205731503709266,5.0
10010.399462320853,3.0,39.857145179387594,1126.3035143897928,0.0,5.0
15363.439789823624,2.0,47.26237476186882,1061.1375908872237,25.368812619065537,5.0
15639.198022344975,2.0,48.75187328905689,1398.462574438932,24.624063355471502,5.0
8708.954861899074,1.0,39.99999999999999,5611.694042720915,34.82176100420192,5.0
27766.150686236993,2.0,40.099698006154455,5076.528212519589,28.95015099692272,5.0
10582.82184189962,1.0,39.99999999999996,5031.166697245932,32.07483385777568,5.0
19287.14532963401,1.0,39.999999999999986,8506.084644057886,28.382885759092737,5.0
20169.662480419916,2.0,39.999999999999964,1550.7225960169271,35.12425762568092,5.0
33804.797397432885,2.0,39.999999999999964,3304.86353147101,12.11433020521771,5.0
14133.164206317531,3.0,39.99999999999995,6428.212437881734,29.99999999999996,5.0
14645.903519130099,1.0,39.99999999999997,6543.951785356634,30.19092560849563,5.0
19298.72864379932,2.0,39.99999999999995,1805.4875182280703,31.32550480820178,5.0
17344.334061422884,1.0,39.999999999999964,7497.515130251664,28.864635047048083,5.0
12680.485454085969,3.0,40.000000000000036,13976.606225637956,30.00000000000003,5.0
12874.649208086228,1.0,40.00000000000001,6962.340638500111,32.59590966377151,5.0
11637.228754912649,3.0,39.99999999999999,16434.30375865676,11.116862815597997,5.0
28797.805578110583,2.0,40.00000000000001,3004.1025882185695,15.631862813458941,5.0
13065.050675421346,2.0,39.99999999999994,1746.6354098682948,31.17193235982417,5.0
22396.56335091071,1.0,39.999999999999986,8920.531191934488,25.849076664813033,5.0
13687.963781989605,3.0,39.999999999999986,8636.430373900519,29.33008225800364,5.0
24757.285639775833,2.0,39.99999999999997,2433.150384858155,23.185026530568972,5.0
15326.166442952977,3.0,59.99999999999984,1790.7760792223391,0.0,5.0
9313.858613053855,1.0,40.0,3476.702939295312,31.073427893900845,5.0
4120.515120075112,2.0,38.55629777388034,5102.119667915248,27.999999999999986,5.0
11624.170393059074,2.0,35.293838959539485,5093.998530390958,27.999999999999957,5.0
7919.036554053094,3.0,31.932414920906346,864.8824850791589,0.0,5.0
9651.570604743649,3.0,38.497447207306,1081.4497929608856,0.0,5.0
13405.481838416901,3.0,39.99999999999999,10344.460151715475,30.86073742131592,5.0
40764.886877828045,2.0,60.0,32133.725800021504,18.999999999999947,5.0
13055.184638256325,3.0,39.99999999999997,10622.952837703588,21.036269489003978,5.0
14628.85237593558,1.0,39.99999999999992,5428.11093557006,28.568654299773335,5.0
15911.126168059722,2.0,50.22068373522095,1731.1024076747658,23.88965813238947,5.0
35500.035952730126,2.0,39.99999999999997,3311.4821391923415,12.290907168496535,5.0
13271.562831086005,2.0,39.99999999999996,1645.8996518813954,32.651894311613304,5.0
12643.338671009582,3.0,39.99999999999999,12310.862503414593,18.155173057224122,5.0
31078.297195328967,2.0,39.99999999999996,2503.828863531,23.182730443327095,5.0
12133.662152868974,2.0,39.999999999999936,1557.2371282070817,33.743022760777535,5.0
13818.979512926686,3.0,39.99999999999998,8304.10557906548,31.55060002302741,5.0
28165.717392479553,2.0,41.557535516723696,5076.095763911625,28.2212322416381,5.0
18560.006024840306,2.0,40.00000000000003,2080.579692403147,27.2559760403074,5.0
13732.887239756063,3.0,39.999999999999964,8508.12732830953,29.99999999999997,5.0
9514.340921594947,3.0,37.97744744154986,1064.2960388807674,0.0,5.0
27882.33941892692,2.0,40.523617942862224,5076.402461876518,28.738191028568835,5.0
41052.33862872923,2.0,39.999999999999986,3421.8068404444743,11.595995314472415,5.0
15679.450328043993,2.0,48.969294721978095,1447.7018787132802,24.5153526390109,5.0
35383.78027311903,2.0,39.999999999999915,3330.439040595094,12.000000000001245,5.0
27498.44163854934,1.0,48.470354048912,8185.729599514912,27.831172204161504,5.0
38411.00750907956,2.0,40.000000000000014,2937.59612160403,18.127489947615633,5.0
14286.714236704542,3.0,39.999999999999964,5630.3374130680395,29.99999999999997,5.0
12798.33975780262,3.0,39.99999999999996,13364.21295378172,29.999999999999964,5.0
40764.88687782786,2.0,59.999999999999645,32133.72578894793,19.000000000000124,5.0
14069.537983964488,3.0,39.99999999999995,6758.826333631445,29.99999999999996,5.0
34040.758919050466,2.0,40.000000000000014,2629.4996382545633,21.85241355900351,5.0
14433.35135100842,2.0,40.000000000000014,1603.0622528734477,33.453330927288675,5.0
21527.329402620988,2.0,39.99999999999995,2143.696288176651,26.824905987554278,5.0
15672.637358116452,2.0,48.93249470124956,1439.3677129266825,24.533752649375167,5.0
7059.525819819617,3.0,28.675500161568273,757.4433696781089,0.0,5.0
11604.257323143283,1.0,39.99999999999995,4851.604806508577,30.77861688620962,5.0
22914.178881403066,2.0,39.99999999999995,2180.9684497095095,26.511789262584514,5.0
6375.909023384676,2.0,37.575691728963136,5099.678678158395,27.99999999999994,5.0
12740.043778306506,3.0,50.20049344298476,1467.5099228595418,0.0,5.0
29984.077052952558,2.0,39.99999999999997,3153.343875601228,13.678390008598013,5.0
12709.9367429916,3.0,40.00000000000001,12037.91694037356,18.62106439235972,5.0
12659.840594462805,3.0,49.89658224932246,1457.4844993467107,0.0,5.0
27972.527252718344,2.0,40.852672403716895,5076.304853932677,28.5736637981415,5.0
12062.223038575436,3.0,39.999999999999964,17189.214773311498,29.99999999999997,5.0
22342.117692445467,2.0,39.99999999999997,2544.1866161140947,21.203209786788996,5.0
7065.969086971307,1.0,39.99999999999995,3519.7845699504287,33.40871792685322,5.0
18391.08952833195,1.0,39.99999999999997,5422.8023096708375,24.75828030116659,5.0
11932.610015755454,3.0,47.14091217924913,1366.5804454972945,0.0,5.0
13217.498578307734,3.0,39.99999999999999,9957.725325278363,22.171747679154734,5.0
17688.69880908935,2.0,32.65708747430893,5087.434947918622,27.99999999999996,5.0
23566.145242057424,2.0,40.000000000000014,2595.8564174718645,20.657209360489837,5.0
13304.755055587519,1.0,39.999999999999986,6907.929152082055,32.08124588730799,5.0
36565.7149144977,2.0,39.999999999999915,3343.624959006356,11.999999999999437,5.0
24602.495749879476,2.0,40.00000000000002,2585.93235473122,20.96581091988795,5.0
39584.85299194236,2.0,40.0,2595.634167837552,23.22719448127985,5.0
25462.72298072251,2.0,39.99999999999999,2096.7673652540475,28.12954378837716,5.0
13723.346531407133,1.0,36.37984767020805,6726.645431982176,27.87937155042204,5.0
13503.978521853143,3.0,39.999999999999936,9697.580358807358,29.99999999999995,5.0
17069.116141128245,2.0,39.99999999999996,1212.9950806120016,39.47822577456618,5.0
11338.393358457235,2.0,35.41808984414898,5094.307823801271,27.999999999999964,5.0
19934.062402897565,2.0,31.68084243352275,5085.0048096302135,27.99999999999997,5.0
26613.864497246843,2.0,40.00000000000001,2529.9063072350637,22.09281088551321,5.0
13088.166020982126,1.0,36.850001394950475,6635.940774594395,28.844253844819765,5.0
9682.32382764143,3.0,38.613979347701346,1085.2939556132756,0.0,5.0
13651.351330644971,3.0,39.999999999999915,8931.803346746332,29.999999999999932,5.0
22854.508997323654,2.0,39.99999999999994,2366.052499114232,23.84386003654894,5.0
35129.39554378396,2.0,40.0,3125.5659453142284,14.901836949764832,5.0
30646.045974553937,2.0,39.999999999999986,1890.8398943667426,31.917848282375935,5.0
8045.979786376947,2.0,39.99999999999994,886.1367775013621,42.7270604303202,5.0
15868.599169603174,2.0,49.99097562827675,1679.0807141353887,24.00451218586157,5.0
14759.838558577561,1.0,40.00000000000001,6068.799220699114,29.377627256756554,5.0
15725.607393887149,2.0,49.21861051198766,1504.1641123792865,24.390694744006115,5.0
36019.87663004871,2.0,39.999999999999986,3721.7036275961195,6.482180309403496,5.0
13873.150540887034,3.0,39.99999999999997,7779.292663879583,29.99999999999998,5.0
24163.627954327883,2.0,39.99999999999994,2037.8321704461957,28.767868904789673,5.0
13017.328661978068,3.0,39.99999999999994,12226.305153226238,29.999999999999954,5.0
15442.370207912867,2.0,47.688714677160974,1157.6900286449838,25.15564266141946,5.0
2396.9300138887415,1.0,31.066815401284664,5031.641262294972,31.681811297685346,5.0
13495.095780225736,3.0,39.99999999999996,9743.736765800677,29.999999999999964,5.0
8608.322827077798,2.0,36.60507703170526,5097.262554461502,27.999999999999964,5.0
15559.5855414646,2.0,48.32184923525851,1301.0754730694441,24.83907538237069,5.0
16112.892882697213,2.0,51.31051964525076,1977.9164025641273,23.344740177374568,5.0
15326.16644295299,3.0,59.999999999999886,1790.7760792223407,0.0,5.0
19525.745217285854,2.0,39.99999999999995,1942.234110481359,29.39778561330516,5.0
28446.326022556725,2.0,42.58134901350591,5075.792065087156,27.709325493246993,5.0
14930.791673331576,2.0,39.999999999999986,1684.3917075062063,32.36490173271293,5.0
8551.068922823546,3.0,34.32735365551525,943.8867323804866,0.0,5.0
10346.94110588406,1.0,40.000000000000036,6702.926870765842,34.769561970435376,5.0
4119.443231930183,1.0,34.18384126069725,3591.689210823542,30.84938605784327,5.0
27947.068000307747,2.0,39.999999999999915,3247.4734087809193,12.000000000001002,5.0
15116.576251192046,2.0,39.999999999999986,1738.2982028765382,31.620410634834215,5.0
11384.30782864705,2.0,35.39812703102297,5094.258130649862,28.000000000000004,5.0
16789.869530544962,1.0,39.999999999999936,7514.468434537264,29.449954278964633,5.0
15774.009993313635,2.0,49.480055473752294,1563.373199911458,24.2599722631238,5.0
4172.624342041356,2.0,39.999999999999936,1186.5676327788965,37.791306334500014,5.0
12431.093160151244,3.0,49.02979738521666,1428.8909972369188,0.0,5.0
12577.832459464911,3.0,49.585831615709225,1447.2334563650063,0.0,5.0
15653.823281881107,2.0,48.830871121105744,1416.3531312436564,24.584564439447075,5.0
15287.114755520985,1.0,40.0,8119.304442857846,31.85750646237822,5.0
28378.435809611397,2.0,39.99999999999995,3091.5943236170624,14.308017548695272,5.0
16207.907656531495,2.0,51.8237386501496,2094.1445374045256,23.088130674925146,5.0
23090.800482331793,2.0,39.999999999999964,2777.2552842718624,17.975603713870967,5.0
3920.780609444563,2.0,38.64313886545884,5102.3358394777415,27.99999999999997,5.0
13714.159179326287,3.0,39.99999999999991,8605.44187551253,29.999999999999925,5.0
12761.257060568854,3.0,50.28087621116026,1470.1615898955001,0.0,5.0
18053.955651802615,1.0,40.0,6935.308368186463,27.32135472942749,5.0
11929.859695538817,2.0,35.16093056715699,5093.667684793305,27.999999999999975,5.0
8667.509040464416,1.0,39.99999999999998,4770.261049497373,33.62733289797682,5.0
1275.7814840027022,2.0,39.79313848521617,5105.198499003455,27.99999999999993,5.0
24661.604637127715,2.0,39.99999999999998,2225.2212122440856,26.156188237231007,5.0
8760.657540326274,3.0,35.12154066743507,970.0853762900401,0.0,5.0
13069.952817670726,3.0,39.99999999999994,11952.860078528087,29.999999999999954,5.0
13001.481114431286,1.0,40.0,6295.921534825326,31.48854821657892,5.0
22988.052487758527,2.0,39.99999999999995,3067.9490958948336,13.783895075131959,5.0
27649.57892534864,2.0,39.99999999999996,2850.666903747808,17.651675866541687,5.0
24494.923448881247,2.0,39.99999999999996,1746.2223984136417,33.00935514930126,5.0
14122.403164346113,3.0,39.999999999999964,6484.128849023606,29.99999999999997,5.0
